Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
702,60,RL,12438,Inside,1Fam,5,2006,2006,VinylSd,0.0,1234.0,361919.0
703,190,RM,7630,Inside,2fmCon,9,1900,1996,Wd Sdng,0.0,360.0,140000.0
704,20,RL,8400,Inside,1Fam,5,2004,2005,VinylSd,0.0,1473.0,213000.0
705,190,RM,5600,Inside,2fmCon,5,1930,1950,VinylSd,0.0,0.0,55000.0
706,20,RL,115149,CulDSac,1Fam,5,1971,2002,Plywood,0.0,1643.0,302000.0
707,120,RL,6240,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1324.0,254000.0
708,60,RL,9018,Inside,1Fam,5,2007,2007,VinylSd,0.0,728.0,179540.0
709,20,RL,7162,Inside,1Fam,7,1966,1966,HdBoard,0.0,876.0,109900.0
710,30,RL,4130,Inside,1Fam,6,1935,2003,VinylSd,0.0,270.0,52000.0
711,50,C (all),8712,Inside,1Fam,7,1900,1950,MetalSd,0.0,859.0,102776.0
712,120,RL,4671,Inside,TwnhsE,5,1988,1989,HdBoard,0.0,1228.0,189000.0
713,190,RL,9873,Inside,2fmCon,5,1970,1970,HdBoard,0.0,960.0,129000.0
714,60,RL,13517,CulDSac,1Fam,8,1976,2005,HdBoard,0.0,725.0,130500.0
715,20,RL,10140,Inside,1Fam,5,1974,1974,HdBoard,0.0,1064.0,165000.0
716,70,RM,10800,Inside,1Fam,8,1890,1998,Wd Sdng,0.0,718.0,159500.0
717,20,RL,10000,Inside,1Fam,6,1973,2000,HdBoard,0.0,1176.0,157000.0
718,60,RL,10542,Inside,1Fam,5,1993,1994,Wd Sdng,0.0,1311.0,341000.0
719,20,RL,9920,Inside,1Fam,6,1969,1969,HdBoard,0.0,971.0,128500.0
720,120,RL,6563,CulDSac,1Fam,5,1985,1985,HdBoard,0.0,1742.0,275000.0
721,120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,143000.0
722,20,RL,8120,Inside,1Fam,7,1970,1970,MetalSd,0.0,864.0,124500.0
723,50,RL,8172,Inside,1Fam,6,1954,1972,MetalSd,0.0,941.0,135000.0
724,20,RL,13286,Inside,1Fam,5,2007,2008,CemntBd,0.0,1698.0,320000.0
725,20,RL,6960,Inside,1Fam,6,1970,1970,HdBoard,239.0,864.0,120500.0
726,20,RL,21695,Corner,1Fam,9,1988,2007,Wd Sdng,0.0,880.0,222000.0
727,20,RL,7314,Inside,1Fam,5,2007,2007,VinylSd,0.0,1232.0,194500.0
728,90,RL,11475,Corner,Duplex,5,1958,1958,VinylSd,0.0,1584.0,110000.0
729,30,RM,6240,Inside,1Fam,5,1925,1950,MetalSd,0.0,780.0,103000.0
730,120,RL,5389,Inside,TwnhsE,5,1995,1996,CemntBd,0.0,1595.0,236500.0
731,80,RL,9590,Corner,1Fam,5,2003,2003,VinylSd,0.0,868.0,187500.0
732,60,RL,11404,Inside,1Fam,5,1998,1999,VinylSd,0.0,1153.0,222500.0
733,20,RL,10000,Corner,1Fam,6,1961,1983,HdBoard,0.0,864.0,131400.0
734,20,RL,8978,Corner,1Fam,5,1968,1968,Plywood,0.0,948.0,108000.0
735,75,RM,10800,Inside,1Fam,7,1914,1970,Wd Sdng,0.0,880.0,163000.0
736,90,RL,8544,Inside,Duplex,4,1950,1950,Stucco,0.0,0.0,93500.0
737,60,RL,10463,CulDSac,1Fam,5,2005,2005,VinylSd,0.0,893.0,239900.0
738,90,RL,10800,Inside,Duplex,5,1987,1988,Plywood,0.0,1200.0,179000.0
739,60,RL,9313,Inside,1Fam,5,2004,2004,VinylSd,0.0,864.0,190000.0
740,70,RM,9600,Inside,1Fam,7,1910,2002,Wd Sdng,0.0,264.0,132000.0
741,20,RL,6768,Inside,1Fam,8,1961,1996,HdBoard,0.0,912.0,142000.0
742,20,RL,8450,Inside,1Fam,5,2000,2001,VinylSd,0.0,1349.0,179000.0
743,80,RL,12886,Inside,1Fam,6,1963,1999,HdBoard,0.0,520.0,175000.0
744,120,RL,5395,Inside,TwnhsE,5,1993,1993,HdBoard,0.0,1337.0,180000.0
745,60,RL,8963,Inside,1Fam,9,1976,1996,VinylSd,80.0,1142.0,299800.0
746,60,RL,8795,Inside,1Fam,5,2000,2000,VinylSd,0.0,952.0,236000.0
747,70,RM,11700,Corner,1Fam,7,1880,2003,Stucco,0.0,1240.0,265979.0
748,20,RL,10593,Inside,1Fam,5,1996,1996,VinylSd,0.0,1720.0,260400.0
749,50,RL,8405,Inside,1Fam,3,1945,1950,WdShing,0.0,0.0,98000.0
750,50,RM,8800,Corner,1Fam,7,1910,2004,Wd Sdng,0.0,576.0,96500.0
751,60,RL,7750,Inside,1Fam,5,2003,2003,VinylSd,0.0,660.0,162000.0
752,20,RL,9236,Inside,1Fam,5,1997,1997,VinylSd,0.0,1479.0,217000.0
753,60,RL,10240,Inside,1Fam,5,2005,2005,VinylSd,0.0,1030.0,275500.0
754,20,RL,7930,Inside,1Fam,8,1969,2005,Plywood,472.0,1026.0,156000.0
755,160,FV,3230,Inside,TwnhsE,5,1999,1999,MetalSd,0.0,729.0,172500.0
756,60,RL,10769,Inside,1Fam,5,2007,2007,VinylSd,0.0,866.0,212000.0
757,60,RL,11616,CulDSac,1Fam,5,1978,1978,HdBoard,0.0,672.0,158900.0
758,160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0.0,744.0,179400.0
759,60,RL,12257,Inside,1Fam,5,1995,1995,VinylSd,64.0,1318.0,290000.0
760,20,RL,9100,Inside,1Fam,6,1959,1959,Wd Sdng,0.0,864.0,127500.0
761,30,RM,6911,FR2,1Fam,5,1924,1950,Wd Sdng,0.0,1145.0,100000.0
762,60,FV,8640,Inside,1Fam,5,2009,2009,VinylSd,0.0,756.0,215200.0
763,60,RL,9430,Inside,1Fam,5,1999,1999,VinylSd,0.0,1252.0,337000.0
764,120,RL,9549,CulDSac,TwnhsE,5,1995,1996,BrkFace,1057.0,1494.0,270000.0
765,20,RL,14587,Inside,1Fam,5,2008,2008,VinylSd,0.0,1498.0,264132.0
766,60,RL,10421,Inside,1Fam,5,1988,1988,HdBoard,0.0,980.0,196500.0
767,50,RL,12508,Inside,1Fam,7,1940,1985,VinylSd,0.0,983.0,160000.0
768,20,RL,9100,Inside,1Fam,5,2004,2005,VinylSd,0.0,1860.0,216837.0
769,60,RL,53504,CulDSac,1Fam,5,2003,2003,CemntBd,0.0,1650.0,538000.0
770,85,RL,7252,CulDSac,1Fam,5,1982,1982,Wd Sdng,0.0,858.0,134900.0
771,20,RL,8877,Inside,1Fam,5,1951,1951,Wd Sdng,0.0,836.0,102000.0
772,80,RL,7819,Inside,1Fam,5,1976,1976,Plywood,127.0,1029.0,107000.0
773,20,RL,10150,Inside,1Fam,5,1958,1958,Wd Sdng,0.0,912.0,114500.0
774,20,RL,14226,Corner,1Fam,5,2006,2006,VinylSd,0.0,1935.0,395000.0
775,120,RM,4500,FR2,TwnhsE,5,1998,1998,VinylSd,0.0,1204.0,162000.0
776,20,RL,11210,Inside,1Fam,5,2005,2006,VinylSd,0.0,1614.0,221500.0
777,20,RL,13350,Inside,1Fam,5,1974,1974,HdBoard,0.0,864.0,142500.0
778,90,RH,8400,Inside,Duplex,5,1977,1977,Plywood,0.0,0.0,144000.0
779,90,RL,10530,Inside,Duplex,5,1977,1977,Plywood,0.0,975.0,135000.0
780,20,RL,7875,Inside,1Fam,5,1995,1996,HdBoard,0.0,1237.0,176000.0
781,60,RL,7153,Inside,1Fam,5,1992,1992,VinylSd,0.0,761.0,175900.0
782,20,RL,16285,Inside,1Fam,5,2001,2002,VinylSd,0.0,1413.0,187100.0
783,85,RL,9101,Corner,1Fam,6,1978,1978,Plywood,0.0,1097.0,165500.0
784,75,RM,6300,Inside,1Fam,6,1914,2001,Wd Sdng,0.0,742.0,128000.0
785,20,RL,9790,Inside,1Fam,5,1967,1967,BrkFace,630.0,1372.0,161500.0
786,50,RM,10800,Inside,1Fam,6,1915,1950,MetalSd,0.0,686.0,139000.0
787,60,RL,10142,Inside,1Fam,5,2004,2004,VinylSd,0.0,956.0,233000.0
788,20,RM,6000,Corner,1Fam,7,1954,2000,MetalSd,0.0,901.0,107900.0
789,60,RL,12205,Inside,1Fam,8,1966,2007,HdBoard,0.0,832.0,187500.0
790,120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1145.0,160200.0
791,80,RL,11333,Corner,1Fam,5,1976,1976,HdBoard,0.0,1029.0,146800.0
792,60,RL,9920,CulDSac,1Fam,5,1996,1997,MetalSd,0.0,1117.0,269790.0
793,20,RL,9158,Inside,1Fam,5,2007,2007,CemntBd,0.0,1496.0,225000.0
794,60,RL,10832,Corner,1Fam,5,1994,1996,MetalSd,0.0,712.0,194500.0
795,60,RL,8400,Inside,1Fam,6,1980,1981,HdBoard,0.0,650.0,171000.0
796,20,RL,8197,Inside,1Fam,5,1977,1977,Plywood,0.0,660.0,143500.0
797,20,RL,7677,Inside,1Fam,5,1953,1953,VinylSd,0.0,773.0,110000.0
798,60,RL,13518,Inside,1Fam,5,2008,2009,VinylSd,0.0,1926.0,485000.0
799,50,RL,7200,Corner,1Fam,7,1937,1950,Wd Sdng,0.0,731.0,175000.0
800,60,RL,12798,Inside,1Fam,5,1997,1997,VinylSd,0.0,616.0,200000.0
801,30,RM,4800,Inside,1Fam,7,1916,1990,MetalSd,0.0,1196.0,109900.0
802,60,RL,8199,Inside,1Fam,5,2005,2005,WdShing,0.0,728.0,189000.0
803,60,RL,13891,Inside,1Fam,5,2008,2009,VinylSd,0.0,1734.0,582933.0
804,20,RL,9000,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,936.0,118000.0
805,20,RL,12274,FR2,1Fam,5,2008,2008,VinylSd,0.0,1417.0,227680.0
806,80,RL,9750,Inside,1Fam,5,1967,1967,VinylSd,480.0,980.0,135500.0
807,70,RL,21384,Inside,1Fam,6,1923,2004,Wd Sdng,0.0,1324.0,223500.0
808,80,RL,13400,Inside,1Fam,5,1966,1966,VinylSd,128.0,1024.0,159950.0
809,75,RM,8100,Corner,1Fam,5,1898,1965,AsbShng,0.0,849.0,106000.0
810,20,RL,10140,Inside,1Fam,6,1974,1999,HdBoard,377.0,1040.0,181000.0
811,120,RM,4438,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,144500.0
812,20,C (all),8712,Inside,1Fam,5,1952,1952,Wd Sdng,0.0,540.0,55993.0
813,20,RL,9750,Inside,1Fam,6,1958,1958,MetalSd,0.0,1442.0,157900.0
814,50,RL,8248,Inside,1Fam,7,1918,1950,Stucco,0.0,686.0,116000.0
815,20,RL,12137,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1649.0,224900.0
816,20,RL,11425,Corner,1Fam,6,1954,1954,BrkFace,0.0,1008.0,137000.0
817,20,RL,13265,CulDSac,1Fam,5,2002,2002,CemntBd,0.0,1568.0,271000.0
818,80,RL,8816,Inside,1Fam,7,1971,1971,HdBoard,0.0,1010.0,155000.0
819,120,RL,6371,Inside,TwnhsE,5,2009,2010,VinylSd,0.0,1358.0,224000.0
820,60,RL,7226,CulDSac,1Fam,5,2003,2003,VinylSd,0.0,798.0,183000.0
821,20,RM,6000,Inside,2fmCon,4,1953,1953,MetalSd,0.0,936.0,93000.0
822,60,RL,12394,Corner,1Fam,5,2003,2003,VinylSd,0.0,847.0,225000.0
823,50,RL,9900,Inside,1Fam,7,1940,1950,VinylSd,0.0,778.0,139500.0
824,20,FV,11216,Inside,1Fam,5,2006,2006,VinylSd,0.0,1489.0,232600.0
825,20,RL,14803,Inside,1Fam,5,2007,2008,CemntBd,0.0,2078.0,385000.0
826,45,RM,6130,Inside,1Fam,6,1924,1950,MetalSd,0.0,784.0,109500.0
827,20,RL,8529,Inside,1Fam,5,2001,2001,VinylSd,0.0,1454.0,189000.0
828,60,RL,28698,CulDSac,1Fam,5,1967,1967,Plywood,764.0,1013.0,185000.0
829,160,FV,2544,Inside,Twnhs,5,2005,2005,MetalSd,0.0,600.0,147400.0
830,20,RL,11900,Corner,1Fam,5,1957,1957,HdBoard,0.0,1392.0,166000.0
831,160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,600.0,151000.0
832,60,RL,9548,CulDSac,1Fam,6,2003,2003,VinylSd,0.0,941.0,237000.0
833,20,RL,10004,Inside,1Fam,6,1964,1964,HdBoard,345.0,1516.0,167000.0
834,20,RL,7875,Inside,1Fam,6,1961,1961,VinylSd,0.0,1144.0,139950.0
835,20,RL,9600,Inside,1Fam,7,1950,1995,VinylSd,0.0,1067.0,128000.0
836,30,RM,8100,Inside,1Fam,6,1948,1973,VinylSd,0.0,1559.0,153500.0
837,160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0.0,483.0,100000.0
838,20,RL,9525,Inside,1Fam,6,1995,2006,VinylSd,0.0,1099.0,144000.0
839,50,RL,11767,Inside,1Fam,6,1946,1995,MetalSd,0.0,768.0,130500.0
840,70,RH,12155,Inside,1Fam,8,1925,1950,Wd Sdng,0.0,672.0,140000.0
841,70,RM,10440,Inside,1Fam,8,1904,2002,MetalSd,0.0,650.0,157500.0
842,80,RL,9020,Inside,1Fam,7,1966,1966,HdBoard,539.0,1127.0,174900.0
843,90,RL,8000,Corner,Duplex,4,1961,1961,BrkFace,0.0,1800.0,141000.0
844,50,RM,12665,Inside,1Fam,8,1915,1950,Wd Sdng,0.0,876.0,153900.0
845,85,RL,16647,CulDSac,1Fam,5,1975,1981,HdBoard,0.0,1390.0,171000.0
846,60,RL,9317,Inside,1Fam,5,1993,1993,HdBoard,0.0,740.0,213000.0
847,20,RL,15523,CulDSac,1Fam,6,1972,1972,HdBoard,0.0,864.0,133500.0
848,50,RL,45600,Inside,1Fam,8,1908,1997,Wd Sdng,0.0,907.0,240000.0
849,80,RL,9600,FR2,1Fam,7,1976,1994,Plywood,0.0,528.0,187000.0
850,120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,131500.0
851,120,RL,3196,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1273.0,215000.0
852,75,RL,7128,Inside,1Fam,5,1941,1950,MetalSd,0.0,918.0,164000.0
853,80,RL,12095,Corner,1Fam,6,1964,1964,MetalSd,0.0,1127.0,158000.0
854,20,RL,17920,Inside,1Fam,4,1955,1974,Wd Sdng,1085.0,1763.0,170000.0
855,20,RL,6897,Corner,1Fam,8,1962,2010,HdBoard,0.0,1040.0,127000.0
856,80,RL,10970,Inside,1Fam,6,1978,1978,Plywood,435.0,940.0,147000.0
857,60,RL,8125,Inside,1Fam,5,1994,1995,HdBoard,0.0,702.0,174000.0
858,20,RL,10400,Inside,1Fam,5,1976,1976,HdBoard,0.0,1090.0,152000.0
859,60,RL,11029,Corner,1Fam,7,1968,1984,HdBoard,0.0,1054.0,250000.0
860,50,RL,7642,Corner,1Fam,8,1918,1998,Wd Sdng,0.0,912.0,189950.0
861,190,RL,11625,Inside,2fmCon,4,1965,1965,Plywood,0.0,1039.0,131500.0
862,20,RL,9672,Corner,1Fam,5,1984,1985,HdBoard,0.0,1040.0,152000.0
863,20,RL,7931,Inside,1Fam,5,1959,1959,BrkFace,0.0,1148.0,132500.0
864,20,FV,8640,Inside,1Fam,5,2007,2008,VinylSd,0.0,1372.0,250580.0
865,20,RL,8750,Inside,1Fam,6,1970,1970,MetalSd,0.0,1002.0,148500.0
866,20,RL,10656,Inside,1Fam,5,2006,2007,VinylSd,0.0,1638.0,248900.0
867,20,RL,6970,Corner,1Fam,5,1961,1961,VinylSd,0.0,1040.0,129000.0
868,60,RL,14762,Corner,1Fam,6,1948,1950,Plywood,0.0,0.0,169000.0
869,60,RL,9938,Inside,1Fam,5,1993,1994,MetalSd,0.0,1050.0,236000.0
870,20,RL,6600,Inside,1Fam,5,1962,1962,MetalSd,0.0,894.0,109500.0
871,60,RL,8750,Inside,1Fam,5,1998,1998,VinylSd,0.0,804.0,200500.0
872,20,RL,8892,Corner,1Fam,7,1953,1996,WdShing,0.0,105.0,116000.0
873,40,RL,12144,Inside,1Fam,7,1949,1950,HdBoard,0.0,832.0,133000.0
874,50,RM,5720,Inside,1Fam,6,1941,1950,Wd Sdng,0.0,676.0,66500.0
875,60,FV,9000,Inside,1Fam,5,2007,2007,CemntBd,0.0,1184.0,303477.0
876,20,RL,25286,Inside,1Fam,5,1963,1963,HdBoard,0.0,1064.0,132250.0
877,60,RL,8834,Inside,1Fam,5,2004,2005,VinylSd,0.0,1462.0,350000.0
878,85,RL,11782,Inside,1Fam,7,1961,1995,HdBoard,0.0,1109.0,148000.0
879,20,RL,7000,CulDSac,1Fam,8,1978,2005,VinylSd,0.0,864.0,136500.0
880,20,RL,7024,Inside,1Fam,5,2005,2006,VinylSd,0.0,1090.0,157000.0
881,50,RL,13758,CulDSac,1Fam,5,1990,1991,HdBoard,0.0,1156.0,187500.0
882,60,RL,9636,Corner,1Fam,5,1992,1993,VinylSd,0.0,808.0,178000.0
883,75,RL,6204,Inside,1Fam,5,1912,1950,Wd Sdng,0.0,795.0,118500.0
884,20,RL,7150,Inside,1Fam,5,1967,1967,HdBoard,0.0,892.0,100000.0
885,120,FV,5119,CulDSac,TwnhsE,5,1999,2000,MetalSd,0.0,1698.0,328900.0
886,90,RL,8393,Corner,Duplex,5,1959,2005,MetalSd,0.0,1626.0,145000.0
887,50,RL,16466,Inside,1Fam,7,1955,1955,MetalSd,0.0,816.0,135500.0
888,20,RL,15865,Inside,1Fam,6,1970,1970,Wd Sdng,823.0,2217.0,268000.0
889,20,RL,12160,Inside,1Fam,4,1953,1953,Wd Sdng,0.0,1505.0,149500.0
890,50,RL,8064,Corner,1Fam,7,1949,2006,MetalSd,0.0,672.0,122900.0
891,60,RL,11184,Inside,1Fam,5,1978,1978,HdBoard,500.0,918.0,172500.0
892,20,RL,8414,Inside,1Fam,8,1963,2003,HdBoard,0.0,1059.0,154500.0
893,20,RL,13284,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,1383.0,165000.0
894,90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,118858.0
895,60,RL,7056,Inside,1Fam,5,1963,1963,HdBoard,0.0,780.0,140000.0
896,30,RM,8765,Inside,1Fam,6,1936,1950,Wd Sdng,0.0,951.0,106500.0
897,90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,142953.0
898,20,RL,12919,Inside,1Fam,5,2009,2010,VinylSd,0.0,2330.0,611657.0
899,20,RL,6993,Inside,1Fam,7,1961,1994,HdBoard,0.0,912.0,135000.0
900,20,RL,7340,Inside,1Fam,6,1971,1971,HdBoard,0.0,858.0,110000.0
901,20,RL,8712,Inside,1Fam,7,1957,2000,MetalSd,0.0,992.0,153000.0
902,60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0.0,783.0,180000.0
903,20,RL,14859,CulDSac,1Fam,5,2006,2006,VinylSd,0.0,1670.0,240000.0
904,20,RL,6173,Inside,1Fam,6,1967,1967,HdBoard,0.0,876.0,125500.0
905,20,RL,9920,Inside,1Fam,5,1954,1954,HdBoard,290.0,1056.0,128000.0
906,20,RL,13501,Corner,1Fam,5,2006,2006,VinylSd,0.0,1623.0,255000.0
907,50,RL,11500,Inside,1Fam,7,1936,1987,BrkFace,0.0,1017.0,250000.0
908,20,RL,8885,Inside,1Fam,5,1983,1983,HdBoard,324.0,864.0,131000.0
909,60,RL,12589,Inside,1Fam,5,2005,2005,VinylSd,0.0,742.0,174000.0
910,90,RL,11600,Corner,Duplex,5,1960,1960,MetalSd,0.0,1105.0,154300.0
911,20,RL,9286,CulDSac,1Fam,7,1977,1989,HdBoard,0.0,1268.0,143500.0
912,30,RM,6120,Inside,1Fam,7,1925,1950,MetalSd,0.0,768.0,88000.0
913,90,RH,6270,Inside,Duplex,6,1949,1950,MetalSd,0.0,1001.0,145000.0
914,160,FV,3000,Inside,TwnhsE,5,2009,2009,VinylSd,0.0,612.0,173733.0
915,160,RM,2001,Inside,Twnhs,5,1970,1970,CemntBd,0.0,546.0,75000.0
916,20,C (all),9000,Inside,1Fam,3,1949,1950,AsbShng,0.0,480.0,35311.0
917,20,RL,17140,Inside,1Fam,6,1956,1956,VinylSd,0.0,1134.0,135000.0
918,60,RL,13125,Corner,1Fam,5,1991,1991,HdBoard,634.0,1104.0,238000.0
919,20,RL,11029,Corner,1Fam,8,1958,2002,MetalSd,411.0,1184.0,176500.0
920,60,RL,8462,Inside,1Fam,5,1994,1994,HdBoard,0.0,928.0,201000.0
921,90,RL,8777,Inside,Duplex,7,1900,2003,MetalSd,0.0,1272.0,145900.0
922,20,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0.0,1316.0,169990.0
923,120,RL,8012,Inside,TwnhsE,5,1993,1994,Plywood,841.0,1604.0,193000.0
924,20,RL,10240,Inside,1Fam,6,1980,1980,Plywood,1061.0,1686.0,207500.0
925,20,RL,15611,Corner,1Fam,6,1977,1977,VinylSd,93.0,1126.0,175000.0
926,60,RL,11999,Inside,1Fam,5,2003,2004,VinylSd,0.0,1181.0,285000.0
927,60,RL,9900,Inside,1Fam,5,1968,1968,MetalSd,0.0,832.0,176000.0
928,20,RL,11838,Inside,1Fam,5,2001,2001,VinylSd,0.0,1753.0,236500.0
929,60,RL,13006,Corner,1Fam,5,1997,1997,HdBoard,0.0,964.0,222000.0
930,20,RL,8925,Inside,1Fam,5,2007,2007,VinylSd,0.0,1466.0,201000.0
931,20,RL,9100,Inside,1Fam,6,1965,1965,VinylSd,466.0,925.0,117500.0
932,20,RL,11670,Corner,1Fam,5,2006,2006,VinylSd,0.0,1905.0,320000.0
933,20,RL,8487,FR2,1Fam,5,2004,2004,VinylSd,0.0,1500.0,190000.0
934,20,RL,27650,Inside,1Fam,7,1960,2007,Wd Sdng,0.0,585.0,242000.0
935,30,RL,5825,Inside,1Fam,5,1926,1953,MetalSd,0.0,600.0,79900.0
936,20,RL,10083,Inside,1Fam,5,2003,2003,VinylSd,0.0,1176.0,184900.0
937,60,RL,9675,Inside,1Fam,5,2005,2005,VinylSd,0.0,1113.0,253000.0
938,60,RL,8760,Inside,1Fam,5,2006,2006,VinylSd,0.0,1391.0,239799.0
939,70,RL,24090,Inside,1Fam,7,1940,1950,MetalSd,0.0,1032.0,244400.0
940,90,RL,12640,Inside,Duplex,5,1976,1976,Plywood,396.0,1728.0,150900.0
941,60,RL,8755,FR2,1Fam,5,1999,1999,VinylSd,0.0,992.0,214000.0
942,90,RL,7711,Inside,Duplex,3,1977,1977,MetalSd,0.0,1440.0,150000.0
943,90,RL,25000,Inside,Duplex,4,1967,1967,HdBoard,0.0,1632.0,143000.0
944,20,RL,14375,CulDSac,1Fam,6,1958,1958,HdBoard,354.0,819.0,137500.0
945,50,RM,8820,Corner,1Fam,6,1890,1996,VinylSd,0.0,1088.0,124900.0
946,80,RL,8163,Inside,1Fam,6,1959,1959,HdBoard,294.0,1144.0,143000.0
947,20,RL,14536,Inside,1Fam,5,2002,2003,VinylSd,0.0,1616.0,270000.0
948,60,RL,14006,Inside,1Fam,5,2002,2002,VinylSd,0.0,936.0,192500.0
949,20,RL,9360,Inside,1Fam,7,1972,2006,Plywood,0.0,1161.0,197500.0
950,20,RL,7200,Inside,1Fam,8,1950,2002,VinylSd,149.0,864.0,129000.0
951,20,RH,7800,Corner,1Fam,5,1965,1965,VinylSd,0.0,828.0,119900.0
952,85,RL,7200,Inside,1Fam,8,1972,2003,WdShing,0.0,768.0,133900.0
953,60,RL,11075,Inside,1Fam,4,1969,1969,HdBoard,193.0,784.0,172000.0
954,90,RL,9400,CulDSac,Duplex,5,1975,1975,WdShing,0.0,945.0,127500.0
955,90,RH,7136,Inside,Duplex,6,1946,1950,MetalSd,0.0,979.0,145000.0
956,160,RM,1300,Inside,TwnhsE,6,1980,1980,MetalSd,0.0,561.0,124000.0
957,20,RL,7420,Inside,1Fam,5,1962,1962,MetalSd,0.0,1057.0,132000.0
958,20,RL,8450,Inside,1Fam,5,2003,2003,VinylSd,0.0,1337.0,185000.0
959,160,FV,2572,FR2,Twnhs,5,1999,1999,MetalSd,0.0,696.0,155000.0
960,20,RL,7207,Inside,1Fam,7,1958,2008,Wd Sdng,0.0,858.0,116500.0
961,60,RL,12227,Corner,1Fam,7,1977,1995,HdBoard,0.0,1330.0,272000.0
962,160,RL,2308,Corner,TwnhsE,6,1976,1976,Plywood,0.0,804.0,155000.0
963,20,RL,11923,Corner,1Fam,5,2007,2007,VinylSd,0.0,1800.0,239000.0
964,60,RL,11316,Corner,1Fam,5,2002,2003,VinylSd,0.0,817.0,214900.0
965,60,RL,10237,Inside,1Fam,5,2005,2007,VinylSd,0.0,783.0,178900.0
966,50,RL,9600,Inside,1Fam,7,1940,1950,MetalSd,0.0,728.0,160000.0
967,20,RL,7390,Inside,1Fam,7,1955,1955,Wd Sdng,0.0,1098.0,135000.0
968,50,RM,5925,Inside,1Fam,6,1910,1950,VinylSd,0.0,600.0,37900.0
969,190,RL,10382,Inside,2fmCon,5,1958,1958,HdBoard,0.0,588.0,140000.0
970,50,RL,10800,Inside,1Fam,4,1949,1950,AsbShng,0.0,720.0,135000.0
971,160,RL,2268,Inside,Twnhs,5,2003,2004,VinylSd,0.0,764.0,173000.0
972,120,RL,7892,Inside,TwnhsE,5,1979,1979,Plywood,0.0,918.0,99500.0
973,20,FV,11639,Corner,1Fam,5,2007,2008,CemntBd,0.0,1428.0,182000.0
974,70,RL,11414,Corner,1Fam,8,1910,1993,HdBoard,0.0,728.0,167500.0
975,160,FV,2651,FR2,Twnhs,5,2000,2000,MetalSd,0.0,673.0,165000.0
976,30,RL,5900,Inside,1Fam,7,1923,1958,Wd Sdng,0.0,440.0,85500.0
977,120,FV,4274,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1241.0,199900.0
978,20,RL,9450,Inside,1Fam,5,1954,1954,MetalSd,0.0,894.0,110000.0
979,20,RL,8816,Corner,1Fam,6,1963,1963,VinylSd,0.0,1121.0,139000.0
980,85,RL,12122,Corner,1Fam,9,1961,2007,CemntBd,0.0,944.0,178400.0
981,60,RL,12203,Corner,1Fam,5,1998,1999,VinylSd,0.0,1225.0,336000.0
982,20,RL,3182,Inside,1Fam,5,2007,2007,VinylSd,0.0,1266.0,159895.0
983,60,RL,11250,Corner,1Fam,5,2002,2002,CemntBd,0.0,1128.0,255900.0
984,90,RL,10125,Inside,Duplex,5,1977,1977,Plywood,0.0,0.0,126000.0
985,190,RL,10880,Inside,2fmCon,5,1950,1950,MetalSd,0.0,1164.0,125000.0
986,50,RM,5310,Corner,1Fam,8,1910,2003,VinylSd,0.0,485.0,117000.0
987,20,RL,10159,Inside,1Fam,5,2009,2010,VinylSd,0.0,1930.0,395192.0
988,60,RL,12046,Inside,1Fam,6,1976,1976,Plywood,0.0,848.0,195000.0
989,60,FV,8125,Inside,1Fam,5,2006,2006,VinylSd,0.0,770.0,197000.0
990,60,RL,9452,Inside,1Fam,5,1997,1998,VinylSd,0.0,1396.0,348000.0
991,70,RM,17671,Corner,1Fam,9,1882,1986,Wd Sdng,0.0,916.0,168000.0
992,60,RL,9760,Inside,1Fam,8,1964,1993,Wd Sdng,117.0,822.0,187000.0
993,60,RL,8846,Inside,1Fam,5,2005,2006,VinylSd,0.0,750.0,173900.0
994,20,RL,12456,FR2,1Fam,5,2006,2007,CemntBd,0.0,1700.0,337500.0
995,50,RL,4712,Inside,1Fam,7,1946,1950,MetalSd,0.0,747.0,121600.0
996,20,RL,10659,Inside,1Fam,6,1961,1961,Wd Sdng,0.0,1050.0,136500.0
997,20,RL,11717,Inside,1Fam,6,1970,1970,HdBoard,0.0,1442.0,185000.0
